Freq[Hz]     dBSPL  Phase[Deg]
5.00000    107.179   -10.613
5.07273    107.180   -10.766
5.14651    107.182   -10.920
5.22137    107.184   -11.074
5.29732    107.185   -11.227
5.37437    107.187   -11.381
5.45254    107.189   -11.534
5.53185    107.190   -11.688
5.61231    107.192   -11.842
5.69394    107.193   -11.995
5.77676    107.195   -12.149
5.86079    107.197   -12.303
5.94604    107.199   -12.500
6.03252    107.202   -12.697
6.12027    107.205   -12.894
6.20929    107.208   -13.091
6.29961    107.210   -13.288
6.39124    107.213   -13.485
6.48420    107.216   -13.682
6.57851    107.218   -13.879
6.67420    107.221   -14.076
6.77128    107.224   -14.273
6.86977    107.226   -14.470
6.96969    107.229   -14.667
7.07107    107.232   -14.864
7.17392    107.235   -15.061
7.27827    107.237   -15.258
7.38413    107.241   -15.479
7.49154    107.245   -15.719
7.60050    107.249   -15.958
7.71105    107.253   -16.198
7.82321    107.257   -16.437
7.93701    107.261   -16.677
8.05245    107.265   -16.916
8.16958    107.269   -17.156
8.28841    107.273   -17.395
8.40896    107.277   -17.635
8.53128    107.281   -17.874
8.65537    107.285   -18.114
8.78126    107.289   -18.353
8.90899    107.294   -18.632
9.03857    107.300   -18.913
9.17004    107.305   -19.194
9.30342    107.311   -19.475
9.43874    107.316   -19.756
9.57603    107.322   -20.037
9.71532    107.327   -20.318
9.85663    107.333   -20.599
10.0000    107.338   -20.880
10.1455    107.344   -21.161
10.2930    107.350   -21.453
10.4427    107.357   -21.775
10.5946    107.364   -22.096
10.7487    107.371   -22.418
10.9051    107.379   -22.739
11.0637    107.386   -23.061
11.2246    107.393   -23.382
11.3879    107.400   -23.704
11.5535    107.407   -24.026
11.7216    107.415   -24.348
11.8921    107.424   -24.709
12.0650    107.433   -25.070
12.2405    107.442   -25.431
12.4186    107.451   -25.792
12.5992    107.460   -26.153
12.7825    107.470   -26.513
12.9684    107.479   -26.874
13.1570    107.488   -27.235
13.3484    107.499   -27.629
13.5426    107.510   -28.028
13.7395    107.521   -28.427
13.9394    107.532   -28.826
14.1421    107.544   -29.226
14.3478    107.555   -29.625
