Freq[Hz]     dBSPL  Phase[Deg]
5.00000    106.259   -11.104
5.07273    106.261   -11.264
5.14651    106.263   -11.425
5.22137    106.265   -11.585
5.29732    106.267   -11.746
5.37437    106.269   -11.906
5.45254    106.271   -12.067
5.53185    106.272   -12.228
5.61231    106.274   -12.388
5.69394    106.276   -12.549
5.77676    106.278   -12.709
5.86079    106.280   -12.871
5.94604    106.283   -13.076
6.03252    106.286   -13.282
6.12027    106.289   -13.488
6.20929    106.292   -13.694
6.29961    106.295   -13.899
6.39124    106.298   -14.105
6.48420    106.301   -14.311
6.57851    106.304   -14.517
6.67420    106.308   -14.722
6.77128    106.311   -14.928
6.86977    106.314   -15.134
6.96969    106.317   -15.340
7.07107    106.320   -15.545
7.17392    106.323   -15.751
7.27827    106.326   -15.957
7.38413    106.330   -16.187
7.49154    106.334   -16.437
7.60050    106.339   -16.687
7.71105    106.343   -16.937
7.82321    106.348   -17.187
7.93701    106.353   -17.437
8.05245    106.357   -17.687
8.16958    106.362   -17.937
8.28841    106.366   -18.187
8.40896    106.371   -18.436
8.53128    106.375   -18.686
8.65537    106.380   -18.936
8.78126    106.384   -19.186
8.90899    106.390   -19.476
9.03857    106.397   -19.769
9.17004    106.403   -20.062
9.30342    106.409   -20.355
9.43874    106.415   -20.648
9.57603    106.422   -20.941
9.71532    106.428   -21.234
9.85663    106.434   -21.527
10.0000    106.440   -21.819
10.1455    106.447   -22.112
10.2930    106.453   -22.416
10.4427    106.462   -22.751
10.5946    106.470   -23.086
10.7487    106.478   -23.420
10.9051    106.486   -23.755
11.0637    106.494   -24.090
11.2246    106.503   -24.424
11.3879    106.511   -24.759
11.5535    106.519   -25.094
11.7216    106.527   -25.429
11.8921    106.537   -25.804
12.0650    106.548   -26.179
12.2405    106.558   -26.554
12.4186    106.568   -26.929
12.5992    106.579   -27.304
12.7825    106.589   -27.679
12.9684    106.599   -28.054
13.1570    106.610   -28.429
13.3484    106.622   -28.838
13.5426    106.635   -29.252
13.7395    106.647   -29.666
13.9394    106.660   -30.080
14.1421    106.672   -30.494
14.3478    106.685   -30.908
14.5565    106.698   -31.322
14.7683    106.712   -31.758
14.9831    106.727   -32.209
15.2010    106.742   -32.661
15.4221    106.757   -33.112
15.6464    106.772   -33.564
15.8740    106.787   -34.015
16.1049    106.802   -34.467
16.3392    106.820   -34.953
16.5768    106.837   -35.441
16.8179    106.855   -35.928
17.0626    106.873   -36.416
17.3107    106.890   -36.903
17.5625    106.908   -37.391
17.8180    106.928   -37.911
18.0771    106.948   -38.433
18.3401    106.969   -38.955
18.6068    106.989   -39.477
18.8775    107.009   -39.998
19.1521    107.031   -40.533
19.4306    107.054   -41.088
19.7133    107.077   -41.643
20.0000    107.100   -42.198
20.2909    107.123   -42.753
20.5860    107.147   -43.316
20.8855    107.172   -43.902
21.1893    107.198   -44.489
21.4975    107.224   -45.075
21.8102    107.250   -45.661
22.1274    107.277   -46.262
22.4492    107.306   -46.879
22.7758    107.334   -47.495
23.1071    107.363   -48.111
23.4432    107.392   -48.728
23.7841    107.423   -49.373
24.1301    107.455   -50.017
24.4811    107.486   -50.662
24.8372    107.517   -51.307
25.1984    107.551   -51.974
25.5649    107.585   -52.646
25.9368    107.620   -53.318
26.3141    107.654   -53.990
26.6968    107.691   -54.685
27.0851    107.728   -55.382
27.4791    107.765   -56.080
27.8788    107.802   -56.781
28.2843    107.842   -57.504
28.6957    107.882   -58.227
29.1131    107.921   -58.949
29.5365    107.963   -59.685
29.9661    108.005   -60.431
30.4020    108.048   -61.178
30.8442    108.091   -61.928
31.2929    108.136   -62.697
31.7480    108.181   -63.466
32.2098    108.226   -64.234
32.6783    108.274   -65.024
33.1536    108.321   -65.814
33.6359    108.369   -66.605
34.1251    108.419   -67.413
34.6215    108.469   -68.224
35.1250    108.519   -69.035
35.6359    108.572   -69.865
36.1543    108.624   -70.695
36.6802    108.677   -71.528
37.2137    108.732   -72.378
37.7550    108.787   -73.228
38.3041    108.843   -74.085
38.8613    108.900   -74.953
39.4265    108.958   -75.822
40.0000    109.017   -76.704
40.5818    109.076   -77.590
41.1721    109.136   -78.480
41.7710    109.198   -79.384
42.3785    109.259   -80.287
42.9949    109.322   -81.204
43.6203    109.386   -82.124
44.2548    109.450   -83.051
44.8985    109.516   -83.987
45.5515    109.582   -84.927
46.2141    109.649   -85.879
46.8863    109.716   -86.831
47.5683    109.786   -87.798
48.2602    109.855   -88.766
48.9621    109.925   -89.746
49.6743    109.996   -90.729
50.3968    110.068   -91.724
51.1299    110.140   -92.721
51.8736    110.214   -93.730
52.6281    110.288   -94.742
53.3936    110.363   -95.766
54.1702    110.439   -96.793
54.9581    110.515   -97.833
55.7575    110.592   -98.875
56.5685    110.670   -99.929
57.3914    110.749  -100.988
58.2261    110.828  -102.056
59.0730    110.908  -103.132
59.9323    110.989  -104.215
60.8040    111.070  -105.308
61.6884    111.152  -106.407
62.5857    111.235  -107.516
63.4960    111.318  -108.633
64.4196    111.402  -109.755
65.3566    111.486  -110.891
66.3073    111.571  -112.033
