Freq[Hz]     dBSPL  Phase[Deg]
5.00000    108.823    -9.877
5.07273    108.824   -10.020
5.14651    108.826   -10.163
5.22137    108.827   -10.306
5.29732    108.828   -10.450
5.37437    108.830   -10.593
5.45254    108.831   -10.736
5.53185    108.832   -10.879
5.61231    108.833   -11.022
5.69394    108.835   -11.165
5.77676    108.836   -11.308
5.86079    108.837   -11.452
5.94604    108.840   -11.636
6.03252    108.842   -11.820
6.12027    108.844   -12.004
6.20929    108.846   -12.187
6.29961    108.848   -12.371
6.39124    108.850   -12.555
6.48420    108.853   -12.739
6.57851    108.855   -12.922
6.67420    108.857   -13.106
6.77128    108.859   -13.290
6.86977    108.861   -13.474
6.96969    108.864   -13.658
7.07107    108.866   -13.841
7.17392    108.868   -14.025
7.27827    108.870   -14.209
7.38413    108.873   -14.415
7.49154    108.876   -14.639
7.60050    108.879   -14.863
7.71105    108.883   -15.086
7.82321    108.886   -15.310
7.93701    108.889   -15.534
8.05245    108.892   -15.758
8.16958    108.895   -15.981
8.28841    108.899   -16.205
8.40896    108.902   -16.429
8.53128    108.905   -16.653
8.65537    108.908   -16.877
8.78126    108.912   -17.100
8.90899    108.916   -17.361
9.03857    108.920   -17.624
9.17004    108.925   -17.887
9.30342    108.929   -18.150
9.43874    108.934   -18.413
9.57603    108.938   -18.676
9.71532    108.943   -18.939
9.85663    108.947   -19.202
10.0000    108.952   -19.465
10.1455    108.956   -19.728
10.2930    108.961   -20.001
10.4427    108.967   -20.303
10.5946    108.973   -20.604
10.7487    108.978   -20.906
10.9051    108.984   -21.207
11.0637    108.990   -21.509
11.2246    108.996   -21.810
11.3879    109.002   -22.112
11.5535    109.008   -22.414
11.7216    109.014   -22.716
11.8921    109.021   -23.055
12.0650    109.029   -23.394
12.2405    109.036   -23.733
12.4186    109.043   -24.072
12.5992    109.051   -24.411
12.7825    109.058   -24.751
12.9684    109.066   -25.090
13.1570    109.073   -25.429
13.3484    109.082   -25.800
13.5426    109.091   -26.175
13.7395    109.100   -26.551
13.9394    109.110   -26.927
14.1421    109.119   -27.303
14.3478    109.128   -27.679
14.5565    109.137   -28.055
14.7683    109.147   -28.451
14.9831    109.158   -28.862
15.2010    109.169   -29.274
15.4221    109.180   -29.685
15.6464    109.191   -30.097
15.8740    109.202   -30.508
16.1049    109.213   -30.920
16.3392    109.226   -31.365
16.5768    109.239   -31.811
16.8179    109.252   -32.257
17.0626    109.265   -32.704
17.3107    109.278   -33.150
17.5625    109.291   -33.596
17.8180    109.306   -34.074
18.0771    109.321   -34.554
18.3401    109.336   -35.034
18.6068    109.351   -35.514
18.8775    109.366   -35.993
19.1521    109.382   -36.486
19.4306    109.399   -36.999
19.7133    109.416   -37.511
20.0000    109.433   -38.024
20.2909    109.450   -38.536
20.5860    109.468   -39.057
20.8855    109.487   -39.601
21.1893    109.507   -40.145
21.4975    109.526   -40.688
21.8102    109.545   -41.232
22.1274    109.566   -41.791
22.4492    109.587   -42.365
22.7758    109.609   -42.940
23.1071    109.631   -43.514
23.4432    109.652   -44.089
23.7841    109.676   -44.693
24.1301    109.700   -45.296
24.4811    109.724   -45.900
24.8372    109.748   -46.504
25.1984    109.774   -47.130
25.5649    109.800   -47.762
25.9368    109.826   -48.394
26.3141    109.853   -49.026
26.6968    109.881   -49.682
27.0851    109.909   -50.341
27.4791    109.938   -51.000
27.8788    109.967   -51.662
28.2843    109.998   -52.348
28.6957    110.029   -53.033
29.1131    110.060   -53.718
29.5365    110.092   -54.418
29.9661    110.125   -55.129
30.4020    110.159   -55.840
30.8442    110.192   -56.555
31.2929    110.228   -57.290
31.7480    110.264   -58.025
32.2098    110.299   -58.760
32.6783    110.337   -59.518
33.1536    110.375   -60.277
33.6359    110.413   -61.035
34.1251    110.453   -61.814
34.6215    110.493   -62.595
35.1250    110.533   -63.377
35.6359    110.575   -64.178
36.1543    110.618   -64.982
36.6802    110.661   -65.787
37.2137    110.705   -66.611
37.7550    110.750   -67.436
38.3041    110.795   -68.268
38.8613    110.842   -69.113
39.4265    110.889   -69.958
40.0000    110.937   -70.818
40.5818    110.986   -71.682
41.1721    111.036   -72.552
41.7710    111.087   -73.436
42.3785    111.137   -74.319
42.9949    111.190   -75.219
43.6203    111.243   -76.121
44.2548    111.297   -77.032
44.8985    111.352   -77.952
45.5515    111.407   -78.877
46.2141    111.464   -79.815
46.8863    111.520   -80.753
47.5683    111.579   -81.708
48.2602    111.637   -82.663
48.9621    111.697   -83.633
49.6743    111.758   -84.605
50.3968    111.819   -85.591
51.1299    111.881   -86.579
51.8736    111.945   -87.580
52.6281    112.008   -88.585
53.3936    112.073   -89.603
54.1702    112.138   -90.623
54.9581    112.205   -91.658
55.7575    112.272   -92.695
56.5685    112.340   -93.745
57.3914    112.409   -94.801
58.2261    112.478   -95.866
59.0730    112.548   -96.940
59.9323    112.619   -98.021
60.8040    112.691   -99.113
61.6884    112.764  -100.211
62.5857    112.837  -101.320
63.4960    112.911  -102.437
64.4196    112.986  -103.561
65.3566    113.061  -104.697
66.3073    113.137  -105.841
67.2717    113.214  -106.992
68.2502    113.292  -108.155
69.2429    113.370  -109.326
70.2501    113.449  -110.505
71.2719    113.528  -111.697
72.3086    113.609  -112.896
73.3603    113.689  -114.104
74.4274    113.771  -115.323
75.5099    113.853  -116.553
76.6083    113.935  -117.791
77.7226    114.019  -119.038
78.8531    114.102  -120.298
80.0000    114.187  -121.568
81.1636    114.271  -122.848
82.3442    114.357  -124.138
83.5419    114.443  -125.438
84.7570    114.529  -126.751
85.9899    114.616  -128.074
87.2406    114.703  -129.409
88.5096    114.791  -130.754
89.7970    114.879  -132.111
91.1031    114.967  -133.479
92.4282    115.056  -134.860
93.7726    115.145  -136.252
95.1366    115.235  -137.657
96.5204    115.325  -139.074
97.9243    115.415  -140.504
99.3486    115.506  -141.947
100.794    115.596  -143.402
102.260    115.688  -144.870
103.747    115.779  -146.352
105.256    115.870  -147.847
106.787    115.962  -149.356
108.340    116.054  -150.879
109.916    116.146  -152.416
111.515    116.239  -153.968
113.137    116.331  -155.535
114.783    116.424  -157.116
116.452    116.516  -158.712
118.146    116.609  -160.323
119.865    116.702  -161.950
121.608    116.795  -163.592
123.377    116.888  -165.251
125.171    116.981  -166.927
126.992    117.073  -168.618
128.839    117.166  -170.325
130.713    117.259  -172.051
132.615    117.352  -173.794
134.543    117.444  -175.554
136.500    117.537  -177.332
138.486    117.629  -179.129
140.500    117.721   179.057
142.544    117.813   177.224
144.617    117.905   175.372
146.721    117.996   173.501
148.855    118.088   171.609
151.020    118.179   169.699
153.217    118.269   167.768
155.445    118.360   165.817
157.706    118.450   163.845
160.000    118.539   161.853
162.327    118.629   159.839
164.688    118.718   157.803
167.084    118.806   155.747
169.514    118.894   153.667
171.980    118.982   151.564
174.481    119.069   149.440
177.019    119.155   147.292
179.594    119.241   145.121
182.206    119.327   142.926
184.856    119.412   140.708
187.545    119.496   138.465
190.273    119.579   136.197
193.041    119.662   133.904
195.849    119.745   131.587
198.697    119.826   129.243
201.587    119.907   126.874
204.520    119.987   124.479
207.494    120.067   122.057
210.512    120.145   119.609
213.574    120.223   117.133
216.681    120.300   114.631
219.833    120.376   112.100
223.030    120.452   109.541
226.274    120.526   106.954
229.565    120.600   104.339
232.905    120.673   101.695
236.292    120.744    99.021
239.729    120.815    96.318
243.216    120.885    93.586
246.754    120.954    90.823
250.343    121.022    88.030
253.984    121.089    85.205
257.678    121.155    82.351
261.426    121.220    79.464
265.229    121.284    76.547
269.087    121.347    73.597
273.001    121.409    70.615
276.972    121.470    67.601
281.000    121.530    64.554
285.088    121.589    61.473
289.234    121.647    58.359
293.441    121.705    55.212
297.709    121.761    52.030
302.040    121.816    48.814
306.433    121.871    45.563
310.890    121.924    42.277
315.412    121.977    38.956
320.000    122.029    35.598
324.655    122.080    32.204
329.377    122.130    28.773
334.168    122.180    25.305
339.028    122.229    21.798
343.959    122.278    18.254
348.962    122.326    14.670
354.038    122.373    11.047
359.188    122.420     7.384
364.412    122.467     3.680
369.713    122.513    -0.066
375.090    122.559    -3.854
380.546    122.605    -7.686
386.081    122.651   -11.561
391.697    122.697   -15.482
397.394    122.743   -19.449
403.175    122.789   -23.464
409.039    122.835   -27.527
414.989    122.881   -31.639
421.025    122.928   -35.803
427.149    122.975   -40.019
433.362    123.022   -44.289
439.665    123.069   -48.614
446.060    123.117   -52.996
452.548    123.165   -57.437
459.131    123.214   -61.938
465.809    123.263   -66.500
472.584    123.312   -71.127
479.458    123.361   -75.818
486.432    123.411   -80.577
493.507    123.460   -85.404
500.686    123.510   -90.303
507.968    123.559   -95.273
515.357    123.608  -100.318
522.853    123.657  -105.438
530.458    123.704  -110.636
538.174    123.752  -116.020
546.002    123.799  -121.533
553.943    123.840  -126.548
562.001    123.883  -132.069
570.175    123.927  -138.095
578.469    123.965  -143.621
586.883    124.000  -149.150
595.419    124.034  -155.183
604.080    124.066  -161.217
612.866    124.093  -167.250
621.780    124.116  -173.282
630.824    124.136  -179.311
640.000    124.152   174.164
649.309    124.164   167.646
658.753    124.171   161.638
668.335    124.173   155.140
678.056    124.170   148.159
687.919    124.161   141.196
697.925    124.149   134.749
708.077    124.131   128.323
718.376    124.108   121.429
728.825    124.077   114.075
739.426    124.042   106.756
750.181    124.004    99.960
761.093    123.960    92.720
772.163    123.912    85.521
783.394    123.861    78.369
794.789    123.805    70.791
806.349    123.746    63.266
818.078    123.685    55.796
829.977    123.625    48.379
842.050    123.561    40.559
854.298    123.499    32.795
866.724    123.443    25.540
879.330    123.386    17.882
892.120    123.331     9.827
905.097    123.280     1.819
918.262    123.236    -6.146
931.618    123.199   -14.075
945.169    123.168   -21.976
958.917    123.143   -30.293
972.864    123.126   -38.593
987.015    123.117   -46.884
1001.37    123.114   -55.609
1015.94    123.120   -64.338
1030.71    123.132   -73.077
1045.71    123.151   -82.268
1060.92    123.176   -91.478
1076.35    123.206  -100.710
1092.00    123.240  -109.965
1107.89    123.278  -119.243
1124.00    123.320  -128.987
1140.35    123.366  -139.200
1156.94    123.414  -149.436
1173.77    123.464  -159.696
1190.84    123.515  -169.976
1208.16    123.567   179.725
1225.73    123.622   168.959
1243.56    123.680   157.724
1261.65    123.739   146.470
1280.00    123.798   135.195
1298.62    123.859   123.899
1317.51    123.919   112.581
1336.67    123.984   100.333
1356.11    124.049    88.057
1375.84    124.113    75.752
1395.85    124.176    63.419
1416.15    124.237    51.058
1436.75    124.298    38.211
1457.65    124.356    24.878
1478.85    124.411    11.521
1500.36    124.460    -1.855
1522.19    124.506   -15.706
1544.33    124.546   -29.566
1566.79    124.581   -43.888
1589.58    124.611   -58.667
1612.70    124.635   -72.971
1636.16    124.654   -87.719
1659.95    124.670  -102.904
1684.10    124.682  -118.062
1708.60    124.692  -133.192
1733.45    124.700  -148.296
1758.66    124.710  -164.291
1784.24    124.719   179.735
1810.19    124.731   163.775
1836.52    124.745   147.363
1863.24    124.761   130.491
1890.34    124.780   113.603
1917.83    124.799    96.689
1945.73    124.818    79.282
1974.03    124.835    61.373
2002.74    124.847    42.957
2031.87    124.849    24.500
2061.43    124.840     6.014
2091.41    124.814   -12.941
2121.83    124.770   -32.330
2152.69    124.706   -51.651
2184.01    124.626   -70.857
2215.77    124.530   -90.356
2248.00    124.427  -110.098
2280.70    124.326  -130.048
2313.87    124.243  -150.203
2347.53    124.192  -170.166
2381.68    124.183   169.976
2416.32    124.222   149.677
2451.46    124.308   128.814
2487.12    124.431   107.270
2523.30    124.575    84.965
2560.00    124.720    62.319
2597.24    124.848    39.365
2635.01    124.947    15.701
2673.34    125.005    -9.062
2712.23    125.015   -33.896
2751.68    124.975   -59.166
2791.70    124.888   -84.774
2832.31    124.761  -110.166
2873.50    124.603  -135.739
2915.30    124.427  -161.438
2957.70    124.246   172.764
3000.72    124.076   146.867
3044.37    123.931   120.836
3088.65    123.827    95.036
3133.58    123.768    68.941
3179.16    123.758    42.019
3225.40    123.794    15.019
3272.31    123.862   -12.567
3319.91    123.947   -40.762
3368.20    124.034   -69.528
