* KOAN 2951 3-way demo — midrange 45° horizontal, mic 1 m
* Source file = mid hor 45.pir
* Impulse length = 65536
* Sample rate = 48000
* Scale type = Pa
* Left window = 0 ms, Rectangular
* Reference time = 2,5 ms
* Right window = 5,021 ms, Tukey 0.25
* FFT length = 32768
* Smoothing = None
* Calibration = MM1CDU_allein_00d.txt
* Scale = 0.0 dB
* source: mid hor 45.txt (ARTA export, 13640 pts, 20.51–20000 Hz), resampled to a 500-pt log grid 20.5–20000 Hz (dB + unwrapped phase in log-f, then re-wrapped)
Freq[Hz]     dBSPL  Phase[Deg]
20.508  123.367  149.249
20.793  123.282  148.853
21.081  123.197  148.456
21.374  123.112  148.060
21.671  123.027  147.663
21.972  122.942  147.267
22.277  122.871  146.851
22.587  122.800  146.435
22.900  122.729  146.019
23.218  122.657  145.602
23.541  122.590  145.180
23.868  122.531  144.746
24.199  122.472  144.311
24.535  122.413  143.877
24.876  122.354  143.442
25.222  122.305  142.992
25.572  122.258  142.540
25.927  122.211  142.088
26.287  122.163  141.637
26.652  122.125  141.172
27.022  122.089  140.704
27.398  122.054  140.236
27.778  122.018  139.768
28.164  121.989  139.287
28.555  121.961  138.803
28.952  121.933  138.320
29.354  121.906  137.835
29.761  121.886  137.338
30.175  121.867  136.841
30.594  121.847  136.343
31.019  121.832  135.838
31.450  121.820  135.327
31.886  121.809  134.816
32.329  121.799  134.302
32.778  121.795  133.779
33.233  121.790  133.256
33.695  121.786  132.733
34.163  121.788  132.198
34.637  121.790  131.663
35.119  121.792  131.128
35.606  121.799  130.583
36.101  121.808  130.037
36.602  121.816  129.491
37.111  121.829  128.936
37.626  121.842  128.380
38.148  121.855  127.823
38.678  121.874  127.257
39.216  121.892  126.692
39.760  121.913  126.123
40.312  121.935  125.549
40.872  121.957  124.975
41.440  121.982  124.394
42.015  122.008  123.811
42.599  122.035  123.227
43.191  122.067  122.636
43.790  122.099  122.045
44.399  122.133  121.449
45.015  122.168  120.852
45.640  122.204  120.251
46.274  122.242  119.646
46.917  122.281  119.040
47.569  122.324  118.429
48.229  122.367  117.818
48.899  122.413  117.200
49.578  122.460  116.582
50.267  122.507  115.960
50.965  122.555  115.337
51.673  122.604  114.710
52.390  122.654  114.081
53.118  122.705  113.448
53.856  122.758  112.813
54.604  122.812  112.175
55.362  122.867  111.535
56.131  122.924  110.892
56.911  122.982  110.247
57.701  123.042  109.599
58.502  123.102  108.949
59.315  123.164  108.294
60.139  123.226  107.638
60.974  123.289  106.980
61.821  123.353  106.319
62.679  123.417  105.655
63.550  123.483  104.988
64.432  123.550  104.321
65.327  123.619  103.648
66.235  123.688  102.974
67.154  123.759  102.298
68.087  123.830  101.618
69.033  123.901  100.936
69.992  123.972  100.251
70.964  124.046  99.564
71.949  124.121  98.874
72.948  124.197  98.181
73.962  124.274  97.485
