* KOAN 2951 3-way demo — tweeter 15° horizontal, mic 1 m
* Source file = tweeter hor 15.pir
* Impulse length = 65536
* Sample rate = 48000
* Scale type = Pa
* Left window = 0 ms, Rectangular
* Reference time = 2,5 ms
* Right window = 5,021 ms, Tukey 0.25
* FFT length = 32768
* Smoothing = None
* Calibration = MM1CDU_allein_00d.txt
* Scale = 0.0 dB
* source: tweeter hor 15.txt (ARTA export, 13640 pts, 20.51–20000 Hz), resampled to a 500-pt log grid 20.5–20000 Hz (dB + unwrapped phase in log-f, then re-wrapped)
Freq[Hz]     dBSPL  Phase[Deg]
20.508  96.781  151.864
20.793  96.681  151.489
21.081  96.581  151.115
21.374  96.481  150.740
21.671  96.380  150.365
21.972  96.280  149.991
22.277  96.192  149.595
22.587  96.104  149.200
22.900  96.015  148.805
23.218  95.927  148.409
23.541  95.842  148.008
23.868  95.764  147.593
24.199  95.686  147.178
24.535  95.607  146.763
24.876  95.529  146.349
25.222  95.459  145.917
25.572  95.391  145.483
25.927  95.322  145.050
26.287  95.253  144.617
26.652  95.192  144.169
27.022  95.133  143.718
27.398  95.074  143.267
27.778  95.014  142.815
28.164  94.960  142.350
28.555  94.906  141.881
28.952  94.853  141.413
29.354  94.800  140.943
29.761  94.753  140.459
30.175  94.705  139.975
30.594  94.657  139.491
31.019  94.613  138.998
31.450  94.570  138.498
31.886  94.528  137.999
32.329  94.487  137.497
32.778  94.451  136.983
33.233  94.414  136.470
33.695  94.377  135.957
34.163  94.343  135.431
34.637  94.309  134.904
35.119  94.276  134.378
35.606  94.245  133.840
36.101  94.215  133.302
36.602  94.185  132.763
37.111  94.157  132.214
37.626  94.129  131.664
38.148  94.102  131.112
38.678  94.077  130.552
39.216  94.052  129.991
39.760  94.027  129.427
40.312  94.002  128.856
40.872  93.978  128.286
41.440  93.954  127.709
42.015  93.930  127.130
42.599  93.907  126.550
43.191  93.886  125.963
43.790  93.864  125.376
44.399  93.843  124.784
45.015  93.821  124.191
45.640  93.799  123.595
46.274  93.777  122.995
46.917  93.756  122.395
47.569  93.735  121.790
48.229  93.714  121.185
48.899  93.693  120.577
49.578  93.672  119.968
50.267  93.649  119.357
50.965  93.626  118.745
51.673  93.601  118.132
52.390  93.575  117.518
53.118  93.548  116.903
53.856  93.521  116.288
54.604  93.492  115.672
55.362  93.463  115.057
56.131  93.432  114.442
56.911  93.400  113.828
57.701  93.366  113.215
58.502  93.331  112.603
59.315  93.293  111.995
60.139  93.254  111.387
60.974  93.210  110.783
61.821  93.165  110.182
62.679  93.118  109.586
63.550  93.068  108.994
64.432  93.016  108.406
65.327  92.960  107.827
66.235  92.901  107.253
67.154  92.838  106.687
68.087  92.771  106.132
69.033  92.700  105.584
69.992  92.624  105.049
70.964  92.544  104.526
71.949  92.459  104.015
72.948  92.370  103.522
73.962  92.274  103.047
74.989  92.174  102.589
76.030  92.066  102.153
77.086  91.949  101.746
78.157  91.826  101.363
79.242  91.696  101.007
80.343  91.557  100.691
81.459  91.409  100.416
82.590  91.251  100.182
83.737  91.085  99.993
84.900  90.906  99.860
86.079  90.714  99.803
87.275  90.510  99.816
88.487  90.292  99.910
89.716  90.060  100.096
90.962  89.813  100.387
92.225  89.549  100.808
93.506  89.267  101.393
94.805  88.967  102.149
96.121  88.648  103.103
97.456  88.311  104.290
98.810  87.959  105.751
100.182  87.595  107.532
101.573  87.226  109.688
102.984  86.853  112.278
104.414  86.484  115.366
105.865  86.130  119.015
107.335  85.807  123.271
108.826  85.538  128.152
110.337  85.354  133.626
111.869  85.280  139.595
113.423  85.341  145.884
114.998  85.549  152.268
116.596  85.900  158.502
118.215  86.382  164.371
119.857  86.971  169.715
121.521  87.641  174.454
123.209  88.368  178.509
124.920  89.122  -178.060
126.655  89.880  -175.179
128.414  90.629  -172.789
130.198  91.369  -170.831
132.006  92.095  -169.270
133.839  92.803  -168.052
135.698  93.492  -167.104
137.583  94.162  -166.391
139.494  94.813  -165.907
141.431  95.452  -165.604
143.395  96.082  -165.451
145.387  96.698  -165.449
147.406  97.299  -165.570
149.453  97.887  -165.793
151.529  98.463  -166.125
153.633  99.030  -166.538
155.767  99.582  -167.034
157.930  100.122  -167.600
160.124  100.649  -168.231
162.348  101.164  -168.921
164.603  101.668  -169.668
166.889  102.161  -170.463
169.206  102.649  -171.307
171.556  103.131  -172.193
173.939  103.603  -173.121
176.355  104.067  -174.087
178.804  104.521  -175.087
181.287  104.965  -176.122
183.805  105.400  -177.189
