* Source file = tweeter no filter.pir
* Impulse length = 65536
* Sample rate = 48000
* Scale type = Pa
* Left window = 0 ms, Rectangular
* Reference time = 2,5 ms
* Right window = 5,021 ms, Tukey 0.25
* FFT length = 32768
* Smoothing = None
* Calibration = MM1CDU_allein_00d.txt
* Scale = 0.0 dB
* (fixture: every 8th point of the ARTA export, KOAN test-filter session 15 Aug 2026)
Freq[Hz]     dBSPL  Phase[Deg]
2632.324   141.359    -3.787
2644.043   141.230    -6.056
2655.762   141.086    -8.114
2667.480   140.937    -9.930
2679.199   140.791   -11.485
2690.918   140.660   -12.781
2702.637   140.554   -13.839
2714.355   140.485   -14.705
2726.074   140.459   -15.449
2737.793   140.482   -16.157
2749.512   140.554   -16.919
2761.230   140.669   -17.824
2772.949   140.820   -18.940
2784.668   140.996   -20.316
2796.387   141.186   -21.974
2808.105   141.379   -23.915
2819.824   141.563   -26.123
2831.543   141.732   -28.565
2843.262   141.879   -31.204
2854.980   142.000   -33.994
2866.699   142.089   -36.888
2878.418   142.146   -39.839
2890.137   142.171   -42.800
2901.855   142.165   -45.728
2913.574   142.131   -48.579
2925.293   142.072   -51.317
2937.012   141.993   -53.911
2948.730   141.900   -56.336
2960.449   141.799   -58.578
2972.168   141.698   -60.632
2983.887   141.604   -62.509
2995.605   141.524   -64.230
3007.324   141.463   -65.829
3019.043   141.424   -67.351
3030.762   141.410   -68.842
3042.480   141.419   -70.352
3054.199   141.450   -71.925
3065.918   141.496   -73.592
3077.637   141.553   -75.377
3089.355   141.614   -77.287
3101.074   141.673   -79.320
3112.793   141.726   -81.461
3124.512   141.768   -83.690
3136.230   141.795   -85.979
3147.949   141.806   -88.296
3159.668   141.801   -90.611
3171.387   141.781   -92.892
3183.105   141.747   -95.111
3194.824   141.703   -97.245
3206.543   141.652   -99.276
3218.262   141.601  -101.195
3229.980   141.555  -103.004
3241.699   141.517  -104.713
3253.418   141.494  -106.342
3265.137   141.488  -107.921
3276.855   141.501  -109.485
3288.574   141.534  -111.072
3300.293   141.585  -112.719
3312.012   141.651  -114.458
3323.730   141.727  -116.315
3335.449   141.809  -118.304
3347.168   141.892  -120.434
3358.887   141.970  -122.702
3370.605   142.038  -125.099
3382.324   142.092  -127.609
3394.043   142.128  -130.209
3405.762   142.145  -132.877
3417.480   142.141  -135.583
3429.199   142.114  -138.301
3440.918   142.064  -141.000
3452.637   141.992  -143.652
3464.355   141.900  -146.229
3476.074   141.789  -148.703
3487.793   141.662  -151.052
3499.512   141.524  -153.253
3511.230   141.378  -155.292
3522.949   141.228  -157.158
3534.668   141.080  -158.847
3546.387   140.941  -160.365
3558.105   140.816  -161.726
3569.824   140.709  -162.952
3581.543   140.622  -164.073
3593.262   140.560  -165.127
3604.980   140.525  -166.152
3616.699   140.515  -167.188
3628.418   140.530  -168.270
3640.137   140.565  -169.428
3651.855   140.617  -170.686
3663.574   140.681  -172.056
3675.293   140.752  -173.546
3687.012   140.827  -175.152
3698.730   140.901  -176.867
3710.449   140.972  -178.679
3722.168   141.036   179.429
3733.887   141.093   177.475
3745.605   141.143   175.478
3757.324   141.184   173.457
3769.043   141.215   171.429
3780.762   141.239   169.410
3792.480   141.261   167.413
3804.199   141.278   165.447
3815.918   141.293   163.518
3827.637   141.309   161.626
3839.355   141.328   159.768
3851.074   141.352   157.937
3862.793   141.382   156.119
3874.512   141.421   154.299
3886.230   141.467   152.462
3897.949   141.521   150.589
